Order ID,Product Name,SKU,Quantity,Product Price,Shipping Fee Paid by Customer,Actual Shipping Fee Charged by Platform,Platform Commission Fee,Voucher Discount,Payout Amount,Status
ORD-2026-0735,Premium Wireless Earbuds,EAR-001,1,59.99,11.4,11.4,3,0,68.39,Completed
ORD-2026-0736,Ergonomic Office Chair,CHR-002,1,149.99,5.7,5.7,7.5,10,138.19,Completed
ORD-2026-0737,Ultra-Wide USB-C Monitor,MON-004,1,299.99,10.8,10.8,15,0,295.79,Completed
ORD-2026-0738,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.4,12.4,2,5,45.39,Completed
ORD-2026-0739,Portable Power Bank 20000mAh,PWR-007,1,39.99,9.7,9.7,2,10,37.69,Completed
ORD-2026-0740,Mechanical Gaming Keyboard,KEY-003,1,89.99,9.1,9.1,4.5,10,84.59,Completed
ORD-2026-0741,Waterproof Sports Smartwatch,WTC-006,1,79.99,8.2,8.2,4,5,79.19,Completed
ORD-2026-0742,Adjustable Laptop Stand,STD-010,1,34.99,10,10,1.75,0,43.24,Completed
ORD-2026-0743,Noise Cancelling Headphones,HDP-008,1,129.99,11.2,11.2,6.5,0,134.69,Completed
ORD-2026-0744,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12.5,12.5,0.75,0,26.74,Completed
ORD-2026-0745,Fast Charging Cable Type-C,CAB-005,1,19.99,3.5,3.5,1,0,22.49,Completed
ORD-2026-0746,Silicone Phone Case iPhone 15,CAS-009,1,14.99,10.1,10.1,0.75,0,24.34,Completed
ORD-2026-0747,Fast Charging Cable Type-C,CAB-005,1,19.99,12.5,12.5,1,0,31.49,Completed
ORD-2026-0748,Mechanical Gaming Keyboard,KEY-003,1,89.99,9.9,9.9,4.5,0,95.39,Completed
ORD-2026-0749,Ultra-Wide USB-C Monitor,MON-004,1,299.99,11.7,11.7,15,0,296.69,Completed
ORD-2026-0750,Noise Cancelling Headphones,HDP-008,1,129.99,10.5,10.5,6.5,0,133.99,Completed
ORD-2026-0751,Ergonomic Office Chair,CHR-002,1,149.99,12.3,30.67,7.5,10,144.79,Completed
ORD-2026-0752,Premium Wireless Earbuds,EAR-001,3,179.97,9.1,9.1,9,0,180.07,Completed
ORD-2026-0753,Ergonomic Office Chair,CHR-002,1,149.99,11.4,11.4,7.5,10,143.89,Completed
ORD-2026-0754,Premium Wireless Earbuds,EAR-001,3,179.97,9,9,9,0,179.97,Completed
ORD-2026-0755,Ergonomic Office Chair,CHR-002,1,149.99,6.6,6.6,7.5,0,149.09,Completed
ORD-2026-0756,Adjustable Laptop Stand,STD-010,1,34.99,3.8,3.8,1.75,0,37.04,Completed
ORD-2026-0757,Fast Charging Cable Type-C,CAB-005,1,19.99,7.4,7.4,1,0,26.39,Completed
ORD-2026-0758,Mechanical Gaming Keyboard,KEY-003,1,89.99,3,14.1,4.5,0,88.49,Completed
ORD-2026-0759,Portable Power Bank 20000mAh,PWR-007,3,119.97,8,8,6,0,121.97,Completed
ORD-2026-0760,Ultra-Wide USB-C Monitor,MON-004,1,299.99,3.3,19.75,15,5,283.29,Completed
ORD-2026-0761,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.9,6.9,15,0,291.89,Completed
ORD-2026-0762,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12,12,0.75,0,26.24,Completed
ORD-2026-0763,Ergonomic Office Chair,CHR-002,1,149.99,4.5,4.5,7.5,0,146.99,Completed
ORD-2026-0764,Mechanical Gaming Keyboard,KEY-003,1,89.99,6.2,6.2,4.5,0,91.69,Completed
ORD-2026-0765,Silicone Phone Case iPhone 15,CAS-009,1,14.99,8.2,8.2,0.75,5,17.44,Completed
ORD-2026-0766,Silicone Phone Case iPhone 15,CAS-009,1,14.99,7.2,7.2,0.75,0,21.44,Completed
ORD-2026-0767,Adjustable Laptop Stand,STD-010,3,104.97,6.2,6.2,5.25,0,105.92,Completed
ORD-2026-0768,Fast Charging Cable Type-C,CAB-005,1,19.99,8,8,1,5,21.99,Completed
ORD-2026-0769,Waterproof Sports Smartwatch,WTC-006,1,79.99,4.7,4.7,4,0,80.69,Completed
ORD-2026-0770,Waterproof Sports Smartwatch,WTC-006,3,239.97,7.6,7.6,12,0,235.57,Completed
ORD-2026-0771,Silicone Phone Case iPhone 15,CAS-009,1,14.99,5.2,5.2,0.75,0,19.44,Completed
ORD-2026-0772,Noise Cancelling Headphones,HDP-008,1,129.99,5.3,5.3,6.5,5,123.79,Completed
ORD-2026-0773,Fast Charging Cable Type-C,CAB-005,2,39.98,9.5,9.5,2,0,47.48,Completed
ORD-2026-0774,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.8,6.8,4,0,82.79,Completed
ORD-2026-0775,Adjustable Laptop Stand,STD-010,1,34.99,4.5,4.5,1.75,10,27.74,Completed
ORD-2026-0776,Fast Charging Cable Type-C,CAB-005,1,19.99,12,12,1,0,30.99,Completed
ORD-2026-0777,Noise Cancelling Headphones,HDP-008,1,129.99,8.3,8.3,6.5,0,131.79,Completed
ORD-2026-0778,Ergonomic Office Chair,CHR-002,1,149.99,7,7,7.5,5,144.49,Completed
ORD-2026-0779,Ergonomic Office Chair,CHR-002,1,149.99,8.7,8.7,7.5,10,141.19,Completed
ORD-2026-0780,Waterproof Sports Smartwatch,WTC-006,1,79.99,3.4,3.4,4,0,79.39,Completed
ORD-2026-0781,Noise Cancelling Headphones,HDP-008,1,129.99,10.3,10.3,6.5,0,133.79,Completed
ORD-2026-0782,Ergonomic Office Chair,CHR-002,1,149.99,6.5,19.55,7.5,0,148.99,Completed
ORD-2026-0783,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.7,6.7,4,0,82.69,Completed
ORD-2026-0784,Premium Wireless Earbuds,EAR-001,1,59.99,10.8,10.8,3,0,67.79,Completed
ORD-2026-0785,Adjustable Laptop Stand,STD-010,1,34.99,12.5,12.5,1.75,0,45.74,Completed
ORD-2026-0786,Noise Cancelling Headphones,HDP-008,1,129.99,9.3,9.3,6.5,10,122.79,Completed
ORD-2026-0787,Ultra-Wide USB-C Monitor,MON-004,1,299.99,8.8,8.8,15,5,288.79,Completed
ORD-2026-0788,Fast Charging Cable Type-C,CAB-005,1,19.99,7.2,7.2,1,0,26.19,Completed
ORD-2026-0789,Premium Wireless Earbuds,EAR-001,1,59.99,12.9,12.9,3,5,64.89,Completed
ORD-2026-0790,Premium Wireless Earbuds,EAR-001,1,59.99,12.5,12.5,3,0,69.49,Completed
ORD-2026-0791,Ergonomic Office Chair,CHR-002,1,149.99,6.1,6.1,7.5,0,148.59,Completed
ORD-2026-0792,Ergonomic Office Chair,CHR-002,1,149.99,7.5,7.5,7.5,0,149.99,Completed
ORD-2026-0793,Portable Power Bank 20000mAh,PWR-007,2,79.98,7.7,7.7,4,0,83.68,Completed
ORD-2026-0794,Fast Charging Cable Type-C,CAB-005,1,19.99,3.7,3.7,1,0,22.69,Completed
ORD-2026-0795,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.6,12.6,2,0,50.59,Completed
ORD-2026-0796,Adjustable Laptop Stand,STD-010,1,34.99,5.6,5.6,1.75,0,38.84,Completed
ORD-2026-0797,Waterproof Sports Smartwatch,WTC-006,3,239.97,9.2,9.2,12,10,227.17,Completed
ORD-2026-0798,Ergonomic Office Chair,CHR-002,1,149.99,5.2,5.2,7.5,0,147.69,Completed
ORD-2026-0799,Ergonomic Office Chair,CHR-002,1,149.99,11.9,11.9,7.5,0,154.39,Completed
ORD-2026-0800,Adjustable Laptop Stand,STD-010,1,34.99,12.3,12.3,1.75,5,40.54,Completed
ORD-2026-0801,Portable Power Bank 20000mAh,PWR-007,1,39.99,5.7,5.7,2,10,33.69,Completed
ORD-2026-0802,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.3,6.3,15,0,291.29,Completed
ORD-2026-0803,Silicone Phone Case iPhone 15,CAS-009,1,14.99,11,11,0.75,0,25.24,Completed
ORD-2026-0804,Fast Charging Cable Type-C,CAB-005,1,19.99,12.9,12.9,1,0,31.89,Completed
ORD-2026-0805,Noise Cancelling Headphones,HDP-008,1,129.99,8.3,8.3,6.5,10,121.79,Completed
ORD-2026-0806,Fast Charging Cable Type-C,CAB-005,1,19.99,12.9,12.9,1,0,31.89,Completed
ORD-2026-0807,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.7,6.7,4,5,77.69,Completed
ORD-2026-0808,Ergonomic Office Chair,CHR-002,1,149.99,6.5,6.5,7.5,0,148.99,Completed
ORD-2026-0809,Premium Wireless Earbuds,EAR-001,3,179.97,4.1,4.1,9,0,175.07,Completed
ORD-2026-0810,Waterproof Sports Smartwatch,WTC-006,1,79.99,3.6,3.6,4,5,74.59,Completed
ORD-2026-0811,Waterproof Sports Smartwatch,WTC-006,1,79.99,10.8,10.8,4,0,86.79,Completed
ORD-2026-0812,Silicone Phone Case iPhone 15,CAS-009,1,14.99,3.8,3.8,0.75,0,18.04,Completed
ORD-2026-0813,Mechanical Gaming Keyboard,KEY-003,1,89.99,11.2,11.2,4.5,0,96.69,Completed
ORD-2026-0814,Premium Wireless Earbuds,EAR-001,1,59.99,3.9,3.9,3,5,55.89,Completed
ORD-2026-0815,Fast Charging Cable Type-C,CAB-005,1,19.99,3.9,3.9,1,0,22.89,Completed
ORD-2026-0816,Fast Charging Cable Type-C,CAB-005,2,39.98,3.6,3.6,2,0,41.58,Completed
ORD-2026-0817,Ergonomic Office Chair,CHR-002,1,149.99,6.6,6.6,7.5,5,144.09,Completed
ORD-2026-0818,Silicone Phone Case iPhone 15,CAS-009,1,14.99,6.6,6.6,0.75,0,20.84,Completed
ORD-2026-0819,Silicone Phone Case iPhone 15,CAS-009,1,14.99,4.7,4.7,0.75,0,18.94,Completed
ORD-2026-0820,Fast Charging Cable Type-C,CAB-005,1,19.99,8.7,8.7,1,0,27.69,Completed
ORD-2026-0821,Adjustable Laptop Stand,STD-010,1,34.99,9.2,9.2,1.75,0,42.44,Completed
ORD-2026-0822,Ultra-Wide USB-C Monitor,MON-004,1,299.99,12.4,12.4,15,5,292.39,Completed
ORD-2026-0823,Fast Charging Cable Type-C,CAB-005,1,19.99,12.1,12.1,1,5,26.09,Completed
ORD-2026-0824,Waterproof Sports Smartwatch,WTC-006,1,79.99,5.8,5.8,4,0,81.79,Completed
ORD-2026-0825,Noise Cancelling Headphones,HDP-008,1,129.99,12.6,12.6,6.5,0,136.09,Completed
ORD-2026-0826,Silicone Phone Case iPhone 15,CAS-009,1,14.99,4.4,4.4,0.75,0,18.64,Completed
ORD-2026-0827,Premium Wireless Earbuds,EAR-001,1,59.99,12.3,12.3,3,0,69.29,Completed
ORD-2026-0828,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12.4,12.4,0.75,0,26.64,Completed
ORD-2026-0829,Premium Wireless Earbuds,EAR-001,1,59.99,5,5,15,0,49.99,Completed
ORD-2026-0830,Adjustable Laptop Stand,STD-010,1,34.99,7.7,7.7,1.75,0,40.94,Completed
ORD-2026-0831,Portable Power Bank 20000mAh,PWR-007,1,39.99,10.1,10.1,2,0,48.09,Completed
ORD-2026-0832,Ergonomic Office Chair,CHR-002,1,149.99,11.9,11.9,7.5,0,154.39,Completed
ORD-2026-0833,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.2,6.2,4,5,77.19,Completed
ORD-2026-0834,Adjustable Laptop Stand,STD-010,1,34.99,7.9,7.9,1.75,0,41.14,Completed
ORD-2026-0835,Premium Wireless Earbuds,EAR-001,1,59.99,4.1,4.1,3,0,61.09,Completed
ORD-2026-0836,Waterproof Sports Smartwatch,WTC-006,3,239.97,7.7,7.7,12,0,235.67,Completed
ORD-2026-0837,Adjustable Laptop Stand,STD-010,1,34.99,8.8,14.3,1.75,0,42.04,Completed
ORD-2026-0838,Waterproof Sports Smartwatch,WTC-006,1,79.99,5.9,5.9,4,10,71.89,Completed
ORD-2026-0839,Adjustable Laptop Stand,STD-010,1,34.99,6.9,6.9,1.75,0,40.14,Completed
ORD-2026-0840,Ergonomic Office Chair,CHR-002,1,149.99,7.9,7.9,7.5,0,150.39,Completed
ORD-2026-0841,Ultra-Wide USB-C Monitor,MON-004,1,299.99,3.7,3.7,15,0,288.69,Completed
ORD-2026-0842,Ultra-Wide USB-C Monitor,MON-004,1,299.99,8.3,8.3,15,0,293.29,Completed
ORD-2026-0843,Adjustable Laptop Stand,STD-010,1,34.99,4.1,4.1,1.75,0,37.34,Completed
ORD-2026-0844,Silicone Phone Case iPhone 15,CAS-009,1,14.99,9.4,9.4,0.75,0,23.64,Completed
ORD-2026-0845,Silicone Phone Case iPhone 15,CAS-009,1,14.99,10.7,10.7,0.75,0,24.94,Completed
ORD-2026-0846,Mechanical Gaming Keyboard,KEY-003,1,89.99,5,5,4.5,0,90.49,Completed
ORD-2026-0847,Noise Cancelling Headphones,HDP-008,1,129.99,8.6,8.6,6.5,10,122.09,Completed
ORD-2026-0848,Silicone Phone Case iPhone 15,CAS-009,2,29.98,9.3,9.3,1.5,0,37.78,Completed
ORD-2026-0849,Ultra-Wide USB-C Monitor,MON-004,3,899.97,10.5,10.5,45,0,865.47,Completed
ORD-2026-0850,Portable Power Bank 20000mAh,PWR-007,1,39.99,8.8,8.8,2,0,46.79,Completed
ORD-2026-0851,Premium Wireless Earbuds,EAR-001,1,59.99,7.2,7.2,3,0,64.19,Completed
ORD-2026-0852,Premium Wireless Earbuds,EAR-001,1,59.99,3.5,3.5,15,0,48.49,Completed
ORD-2026-0853,Portable Power Bank 20000mAh,PWR-007,1,39.99,4.3,4.3,2,0,42.29,Completed
ORD-2026-0854,Noise Cancelling Headphones,HDP-008,1,129.99,3.3,17.74,6.5,5,121.79,Completed
ORD-2026-0855,Premium Wireless Earbuds,EAR-001,1,59.99,9.1,9.1,3,0,66.09,Completed
ORD-2026-0856,Waterproof Sports Smartwatch,WTC-006,1,79.99,5.5,5.5,4,0,81.49,Completed
ORD-2026-0857,Adjustable Laptop Stand,STD-010,1,34.99,7.3,7.3,1.75,0,40.54,Completed
ORD-2026-0858,Mechanical Gaming Keyboard,KEY-003,1,89.99,4.8,4.8,4.5,0,90.29,Completed
ORD-2026-0859,Ultra-Wide USB-C Monitor,MON-004,1,299.99,11.4,18.6,15,10,286.39,Completed
ORD-2026-0860,Fast Charging Cable Type-C,CAB-005,1,19.99,5.2,5.2,1,0,24.19,Completed
ORD-2026-0861,Noise Cancelling Headphones,HDP-008,1,129.99,10.9,10.9,6.5,0,134.39,Completed
ORD-2026-0862,Noise Cancelling Headphones,HDP-008,1,129.99,3.3,3.3,6.5,10,116.79,Completed
ORD-2026-0863,Ultra-Wide USB-C Monitor,MON-004,1,299.99,9.5,9.5,15,0,294.49,Completed
ORD-2026-0864,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.9,6.9,15,10,281.89,Completed
ORD-2026-0865,Noise Cancelling Headphones,HDP-008,1,129.99,6.6,6.6,6.5,0,130.09,Completed
ORD-2026-0866,Waterproof Sports Smartwatch,WTC-006,1,79.99,8.4,8.4,4,0,84.39,Completed
ORD-2026-0867,Silicone Phone Case iPhone 15,CAS-009,1,14.99,8.8,8.8,0.75,5,18.04,Completed
ORD-2026-0868,Mechanical Gaming Keyboard,KEY-003,1,89.99,9.8,9.8,4.5,10,85.29,Completed
ORD-2026-0869,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.1,6.1,15,0,291.09,Completed
ORD-2026-0870,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12.4,12.4,0.75,0,26.64,Completed
ORD-2026-0871,Ultra-Wide USB-C Monitor,MON-004,1,299.99,12.8,12.8,15,0,297.79,Completed
ORD-2026-0872,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.6,12.6,4.5,0,98.09,Completed
ORD-2026-0873,Adjustable Laptop Stand,STD-010,1,34.99,11.2,11.2,1.75,5,39.44,Completed
ORD-2026-0874,Silicone Phone Case iPhone 15,CAS-009,1,14.99,4.5,4.5,0.75,0,18.74,Completed
ORD-2026-0875,Noise Cancelling Headphones,HDP-008,1,129.99,6.3,6.3,6.5,10,119.79,Completed
ORD-2026-0876,Premium Wireless Earbuds,EAR-001,1,59.99,8.4,8.4,3,5,60.39,Completed
ORD-2026-0877,Ergonomic Office Chair,CHR-002,1,149.99,10.6,10.6,7.5,5,148.09,Completed
ORD-2026-0878,Ultra-Wide USB-C Monitor,MON-004,1,299.99,4.8,4.8,15,0,289.79,Completed
ORD-2026-0879,Mechanical Gaming Keyboard,KEY-003,1,89.99,6,6,4.5,0,91.49,Completed
ORD-2026-0880,Ergonomic Office Chair,CHR-002,1,149.99,3.2,3.2,7.5,10,135.69,Completed
ORD-2026-0881,Silicone Phone Case iPhone 15,CAS-009,1,14.99,8.6,8.6,0.75,0,22.84,Completed
ORD-2026-0882,Adjustable Laptop Stand,STD-010,1,34.99,6,6,1.75,0,39.24,Completed
ORD-2026-0883,Ergonomic Office Chair,CHR-002,1,149.99,4.7,4.7,7.5,0,147.19,Completed
ORD-2026-0884,Ultra-Wide USB-C Monitor,MON-004,1,299.99,10.9,18.08,15,0,295.89,Completed
ORD-2026-0885,Premium Wireless Earbuds,EAR-001,1,59.99,5,5,3,0,61.99,Completed
ORD-2026-0886,Noise Cancelling Headphones,HDP-008,1,129.99,4.6,4.6,6.5,0,128.09,Completed
ORD-2026-0887,Ultra-Wide USB-C Monitor,MON-004,2,599.98,5.4,5.4,30,0,575.38,Completed
ORD-2026-0888,Ultra-Wide USB-C Monitor,MON-004,1,299.99,8.8,8.8,15,0,293.79,Completed
ORD-2026-0889,Noise Cancelling Headphones,HDP-008,1,129.99,4.7,4.7,6.5,0,128.19,Completed
ORD-2026-0890,Waterproof Sports Smartwatch,WTC-006,1,79.99,5.8,5.8,4,0,81.79,Completed
ORD-2026-0891,Ultra-Wide USB-C Monitor,MON-004,1,299.99,9,9,15,0,293.99,Completed
ORD-2026-0892,Portable Power Bank 20000mAh,PWR-007,3,119.97,12.9,12.9,6,0,126.87,Completed
ORD-2026-0893,Fast Charging Cable Type-C,CAB-005,2,39.98,11.8,11.8,2,0,49.78,Completed
ORD-2026-0894,Ergonomic Office Chair,CHR-002,1,149.99,5.2,5.2,7.5,0,147.69,Completed
ORD-2026-0895,Fast Charging Cable Type-C,CAB-005,1,19.99,8.3,8.3,1,10,17.29,Completed
ORD-2026-0896,Silicone Phone Case iPhone 15,CAS-009,1,14.99,5.7,5.7,0.75,0,19.94,Completed
ORD-2026-0897,Noise Cancelling Headphones,HDP-008,1,129.99,9.9,9.9,6.5,0,133.39,Completed
ORD-2026-0898,Fast Charging Cable Type-C,CAB-005,1,19.99,3.9,3.9,1,10,12.89,Completed
ORD-2026-0899,Ultra-Wide USB-C Monitor,MON-004,1,299.99,7.5,7.5,15,0,292.49,Completed
ORD-2026-0900,Fast Charging Cable Type-C,CAB-005,1,19.99,3.6,3.6,1,5,17.59,Completed
ORD-2026-0901,Noise Cancelling Headphones,HDP-008,1,129.99,4.9,4.9,6.5,5,123.39,Completed
ORD-2026-0902,Adjustable Laptop Stand,STD-010,1,34.99,6,6,1.75,0,39.24,Completed
ORD-2026-0903,Ultra-Wide USB-C Monitor,MON-004,1,299.99,10.9,27.96,15,10,285.89,Completed
ORD-2026-0904,Adjustable Laptop Stand,STD-010,1,34.99,6.5,6.5,1.75,0,39.74,Completed
ORD-2026-0905,Portable Power Bank 20000mAh,PWR-007,1,39.99,3.1,3.1,2,10,31.09,Completed
ORD-2026-0906,Fast Charging Cable Type-C,CAB-005,1,19.99,3.7,3.7,1,0,22.69,Completed
ORD-2026-0907,Premium Wireless Earbuds,EAR-001,1,59.99,7.4,7.4,3,10,54.39,Completed
ORD-2026-0908,Ergonomic Office Chair,CHR-002,1,149.99,4.7,4.7,7.5,0,147.19,Completed
ORD-2026-0909,Waterproof Sports Smartwatch,WTC-006,1,79.99,11.3,11.3,4,0,87.29,Completed
ORD-2026-0910,Adjustable Laptop Stand,STD-010,1,34.99,3.2,3.2,1.75,0,36.44,Completed
ORD-2026-0911,Fast Charging Cable Type-C,CAB-005,1,19.99,10,10,1,0,28.99,Completed
ORD-2026-0912,Ultra-Wide USB-C Monitor,MON-004,1,299.99,3.5,3.5,15,0,288.49,Completed
ORD-2026-0913,Waterproof Sports Smartwatch,WTC-006,1,79.99,12.2,12.2,4,5,83.19,Completed
ORD-2026-0914,Silicone Phone Case iPhone 15,CAS-009,1,14.99,3.4,13.72,0.75,10,7.64,Completed
ORD-2026-0915,Fast Charging Cable Type-C,CAB-005,1,19.99,11.7,11.7,1,0,30.69,Completed
ORD-2026-0916,Adjustable Laptop Stand,STD-010,1,34.99,8.8,8.8,1.75,0,42.04,Completed
ORD-2026-0917,Ergonomic Office Chair,CHR-002,1,149.99,3.3,3.3,7.5,0,145.79,Completed
ORD-2026-0918,Mechanical Gaming Keyboard,KEY-003,1,89.99,7.5,7.5,4.5,0,92.99,Completed
ORD-2026-0919,Waterproof Sports Smartwatch,WTC-006,1,79.99,9.5,9.5,4,0,85.49,Completed
ORD-2026-0920,Ergonomic Office Chair,CHR-002,1,149.99,4.2,4.2,7.5,10,136.69,Completed
ORD-2026-0921,Mechanical Gaming Keyboard,KEY-003,1,89.99,6.8,6.8,4.5,10,82.29,Completed
ORD-2026-0922,Portable Power Bank 20000mAh,PWR-007,1,39.99,8.9,8.9,2,0,46.89,Completed
ORD-2026-0923,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.6,12.6,2,0,50.59,Completed
ORD-2026-0924,Mechanical Gaming Keyboard,KEY-003,1,89.99,8.1,8.1,4.5,0,93.59,Completed
ORD-2026-0925,Premium Wireless Earbuds,EAR-001,1,59.99,8.8,8.8,3,5,60.79,Completed
ORD-2026-0926,Portable Power Bank 20000mAh,PWR-007,1,39.99,6.6,6.6,2,0,44.59,Completed
ORD-2026-0927,Ergonomic Office Chair,CHR-002,3,449.97,3.1,3.1,22.5,0,430.57,Completed
ORD-2026-0928,Premium Wireless Earbuds,EAR-001,1,59.99,8.3,8.3,3,0,65.29,Completed
ORD-2026-0929,Waterproof Sports Smartwatch,WTC-006,1,79.99,4.1,4.1,4,10,70.09,Completed
ORD-2026-0930,Ultra-Wide USB-C Monitor,MON-004,2,599.98,7.5,7.5,30,0,577.48,Completed
ORD-2026-0931,Ultra-Wide USB-C Monitor,MON-004,1,299.99,4,4,15,0,288.99,Completed
ORD-2026-0932,Ergonomic Office Chair,CHR-002,1,149.99,8.3,8.3,7.5,0,150.79,Completed
ORD-2026-0933,Waterproof Sports Smartwatch,WTC-006,1,79.99,11.5,19.53,4,0,87.49,Completed
ORD-2026-0934,Adjustable Laptop Stand,STD-010,1,34.99,8.4,18.89,1.75,0,41.64,Completed
ORD-2026-0935,Adjustable Laptop Stand,STD-010,1,34.99,4.5,4.5,1.75,0,37.74,Completed
ORD-2026-0936,Ultra-Wide USB-C Monitor,MON-004,1,299.99,7.5,7.5,15,10,282.49,Completed
ORD-2026-0937,Adjustable Laptop Stand,STD-010,1,34.99,7.9,22.08,1.75,5,36.14,Completed
ORD-2026-0938,Mechanical Gaming Keyboard,KEY-003,1,89.99,9.5,9.5,4.5,0,94.99,Completed
ORD-2026-0939,Adjustable Laptop Stand,STD-010,1,34.99,12.1,12.1,1.75,0,45.34,Completed
ORD-2026-0940,Ergonomic Office Chair,CHR-002,1,149.99,11.1,11.1,7.5,0,153.59,Completed
ORD-2026-0941,Ultra-Wide USB-C Monitor,MON-004,1,299.99,9.6,9.6,15,5,289.59,Completed
ORD-2026-0942,Ultra-Wide USB-C Monitor,MON-004,1,299.99,11,11,15,0,295.99,Completed
ORD-2026-0943,Ultra-Wide USB-C Monitor,MON-004,1,299.99,4.7,4.7,15,0,289.69,Completed
ORD-2026-0944,Ultra-Wide USB-C Monitor,MON-004,1,299.99,8.9,8.9,15,10,283.89,Completed
ORD-2026-0945,Adjustable Laptop Stand,STD-010,1,34.99,7.8,7.8,1.75,0,41.04,Completed
ORD-2026-0946,Premium Wireless Earbuds,EAR-001,1,59.99,10.1,10.1,3,10,57.09,Completed
ORD-2026-0947,Ergonomic Office Chair,CHR-002,1,149.99,8,8,7.5,5,145.49,Completed
ORD-2026-0948,Ultra-Wide USB-C Monitor,MON-004,1,299.99,3.7,3.7,15,5,283.69,Completed
ORD-2026-0949,Ergonomic Office Chair,CHR-002,1,149.99,10.2,10.2,7.5,0,152.69,Completed
ORD-2026-0950,Adjustable Laptop Stand,STD-010,1,34.99,4.3,4.3,1.75,0,37.54,Completed
ORD-2026-0951,Portable Power Bank 20000mAh,PWR-007,1,39.99,10.4,10.4,2,0,48.39,Completed
ORD-2026-0952,Premium Wireless Earbuds,EAR-001,1,59.99,3.8,3.8,3,0,60.79,Completed
ORD-2026-0953,Mechanical Gaming Keyboard,KEY-003,1,89.99,8.5,8.5,4.5,10,83.99,Completed
ORD-2026-0954,Waterproof Sports Smartwatch,WTC-006,1,79.99,7.3,7.3,4,0,83.29,Completed
ORD-2026-0955,Ultra-Wide USB-C Monitor,MON-004,1,299.99,12.8,29.94,15,5,292.79,Completed
ORD-2026-0956,Fast Charging Cable Type-C,CAB-005,2,39.98,7.9,7.9,2,0,45.88,Completed
ORD-2026-0957,Waterproof Sports Smartwatch,WTC-006,1,79.99,3.4,3.4,4,0,79.39,Completed
ORD-2026-0958,Premium Wireless Earbuds,EAR-001,1,59.99,9.1,9.1,3,5,61.09,Completed
ORD-2026-0959,Waterproof Sports Smartwatch,WTC-006,3,239.97,12.4,12.4,12,0,240.37,Completed
ORD-2026-0960,Ergonomic Office Chair,CHR-002,1,149.99,4.5,4.5,7.5,0,146.99,Completed
ORD-2026-0961,Ultra-Wide USB-C Monitor,MON-004,1,299.99,10.3,10.3,15,0,295.29,Completed
ORD-2026-0962,Mechanical Gaming Keyboard,KEY-003,1,89.99,6.5,6.5,4.5,0,91.99,Completed
ORD-2026-0963,Adjustable Laptop Stand,STD-010,1,34.99,4.3,4.3,1.75,5,32.54,Completed
ORD-2026-0964,Ergonomic Office Chair,CHR-002,2,299.98,5.9,5.9,15,10,280.88,Completed
ORD-2026-0965,Waterproof Sports Smartwatch,WTC-006,1,79.99,12.7,12.7,4,0,88.69,Completed
ORD-2026-0966,Fast Charging Cable Type-C,CAB-005,1,19.99,4.3,4.3,1,0,23.29,Completed
ORD-2026-0967,Premium Wireless Earbuds,EAR-001,1,59.99,8.2,8.2,3,0,65.19,Completed
ORD-2026-0968,Mechanical Gaming Keyboard,KEY-003,1,89.99,8.9,8.9,4.5,0,94.39,Completed
ORD-2026-0969,Noise Cancelling Headphones,HDP-008,1,129.99,8.4,8.4,6.5,0,131.89,Completed
ORD-2026-0970,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.9,12.9,4.5,0,98.39,Completed
ORD-2026-0971,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.8,21.19,4,5,77.79,Completed
ORD-2026-0972,Portable Power Bank 20000mAh,PWR-007,1,39.99,4.3,4.3,2,0,42.29,Completed
ORD-2026-0973,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.1,12.1,4.5,0,97.59,Completed
ORD-2026-0974,Silicone Phone Case iPhone 15,CAS-009,1,14.99,8.9,8.9,0.75,0,23.14,Completed
ORD-2026-0975,Mechanical Gaming Keyboard,KEY-003,1,89.99,6.8,6.8,4.5,0,92.29,Completed
ORD-2026-0976,Silicone Phone Case iPhone 15,CAS-009,1,14.99,6.8,22.4,0.75,0,21.04,Completed
ORD-2026-0977,Silicone Phone Case iPhone 15,CAS-009,1,14.99,10.5,10.5,0.75,0,24.74,Completed
ORD-2026-0978,Premium Wireless Earbuds,EAR-001,2,119.98,3.2,3.2,6,5,112.18,Completed
ORD-2026-0979,Portable Power Bank 20000mAh,PWR-007,1,39.99,10.3,10.3,2,0,48.29,Completed
